,t,x,y
1,2023-05-01 00:01:00,101.979,101.094
2,2023-05-01 00:02:00,103.903,101.979
3,2023-05-01 00:03:00,103.292,103.903
4,2023-05-01 00:04:00,102.811,103.292
5,2023-05-01 00:05:00,102.843,102.811
6,2023-05-01 00:06:00,102.005,102.843
7,2023-05-01 00:07:00,102.55,102.005
8,2023-05-01 00:08:00,103.525,102.55
9,2023-05-01 00:09:00,104.247,103.525
10,2023-05-01 00:10:00,103.363,104.247
11,2023-05-01 00:11:00,103.038,103.363
12,2023-05-01 00:12:00,104.098,103.038
13,2023-05-01 00:13:00,104.475,104.098
14,2023-05-01 00:14:00,104.143,104.475
15,2023-05-01 00:15:00,104.286,104.143
16,2023-05-01 00:16:00,104.786,104.286
17,2023-05-01 00:17:00,105.651,104.786
18,2023-05-01 00:18:00,104.533,105.651
19,2023-05-01 00:19:00,104.462,104.533
20,2023-05-01 00:20:00,103.649,104.462
21,2023-05-01 00:21:00,104.065,103.649
22,2023-05-01 00:22:00,103.019,104.065
23,2023-05-01 00:23:00,103.006,103.019
24,2023-05-01 00:24:00,102.245,103.006
25,2023-05-01 00:25:00,103.454,102.245
26,2023-05-01 00:26:00,102.973,103.454
27,2023-05-01 00:27:00,103.864,102.973
28,2023-05-01 00:28:00,98.15,103.864
29,2023-05-01 00:29:00,102.368,98.15
30,2023-05-01 00:30:00,103.831,102.368
31,2023-05-01 00:31:00,101.79,103.831
32,2023-05-01 00:32:00,101.53,101.79
33,2023-05-01 00:33:00,100.276,101.53
34,2023-05-01 00:34:00,98.553,100.276
35,2023-05-01 00:35:00,99.346,98.553
36,2023-05-01 00:36:00,99.736,99.346
37,2023-05-01 00:37:00,101.322,99.736
38,2023-05-01 00:38:00,101.485,101.322
39,2023-05-01 00:39:00,101.803,101.485
40,2023-05-01 00:40:00,101.81,101.803
41,2023-05-01 00:41:00,102.251,101.81
42,2023-05-01 00:42:00,101.764,102.251
43,2023-05-01 00:43:00,102.193,101.764
44,2023-05-01 00:44:00,101.595,102.193
45,2023-05-01 00:45:00,101.686,101.595
46,2023-05-01 00:46:00,101.842,101.686
47,2023-05-01 00:47:00,100.77,101.842
48,2023-05-01 00:48:00,100.926,100.77
49,2023-05-01 00:49:00,103.051,100.926
50,2023-05-01 00:50:00,102.966,103.051
51,2023-05-01 00:51:00,102.642,102.966
52,2023-05-01 00:52:00,103.512,102.642
53,2023-05-01 00:53:00,103.564,103.512
54,2023-05-01 00:54:00,103.636,103.564
55,2023-05-01 00:55:00,104.071,103.636
56,2023-05-01 00:56:00,104.091,104.071
57,2023-05-01 00:57:00,104.585,104.091
58,2023-05-01 00:58:00,102.31,104.585
59,2023-05-01 00:59:00,103.019,102.31
60,2023-05-01 01:00:00,102.427,103.019
61,2023-05-01 01:01:00,101.485,102.427
62,2023-05-01 01:02:00,102.642,101.485
63,2023-05-01 01:03:00,103.142,102.642
64,2023-05-01 01:04:00,103.532,103.142
65,2023-05-01 01:05:00,103.226,103.532
66,2023-05-01 01:06:00,103.539,103.226
67,2023-05-01 01:07:00,104.123,103.539
68,2023-05-01 01:08:00,104.37,104.123
69,2023-05-01 01:09:00,104.28,104.37
70,2023-05-01 01:10:00,104.396,104.28
71,2023-05-01 01:11:00,103.305,104.396
72,2023-05-01 01:12:00,102.674,103.305
73,2023-05-01 01:13:00,101.114,102.674
74,2023-05-01 01:14:00,102.375,101.114
75,2023-05-01 01:15:00,102.791,102.375
76,2023-05-01 01:16:00,103.539,102.791
77,2023-05-01 01:17:00,104.377,103.539
78,2023-05-01 01:18:00,103.142,104.377
79,2023-05-01 01:19:00,103.883,103.142
80,2023-05-01 01:20:00,104.682,103.883
81,2023-05-01 01:21:00,105.092,104.682
82,2023-05-01 01:22:00,105.651,105.092
83,2023-05-01 01:23:00,104.78,105.651
84,2023-05-01 01:24:00,104.273,104.78
85,2023-05-01 01:25:00,103.851,104.273
86,2023-05-01 01:26:00,104.104,103.851
87,2023-05-01 01:27:00,103.512,104.104
88,2023-05-01 01:28:00,103.298,103.512
89,2023-05-01 01:29:00,102.018,103.298
90,2023-05-01 01:30:00,102.479,102.018
91,2023-05-01 01:31:00,102.752,102.479
92,2023-05-01 01:32:00,103.454,102.752
93,2023-05-01 01:33:00,104.052,103.454
94,2023-05-01 01:34:00,104.429,104.052
95,2023-05-01 01:35:00,104.085,104.429
96,2023-05-01 01:36:00,104.981,104.085
97,2023-05-01 01:37:00,103.857,104.981
98,2023-05-01 01:38:00,105.034,103.857
99,2023-05-01 01:39:00,105.086,105.034
100,2023-05-01 01:40:00,104.78,105.086
101,2023-05-01 01:41:00,105.28,104.78
102,2023-05-01 01:42:00,105.027,105.28
103,2023-05-01 01:43:00,104.819,105.027
104,2023-05-01 01:44:00,104.007,104.819
105,2023-05-01 01:45:00,105.696,104.007
106,2023-05-01 01:46:00,105.189,105.696
107,2023-05-01 01:47:00,105.209,105.189
108,2023-05-01 01:48:00,105.189,105.209
109,2023-05-01 01:49:00,106.483,105.189
110,2023-05-01 01:50:00,106.88,106.483
111,2023-05-01 01:51:00,106.34,106.88
112,2023-05-01 01:52:00,106.626,106.34
113,2023-05-01 01:53:00,105.632,106.626
114,2023-05-01 01:54:00,103.967,105.632
115,2023-05-01 01:55:00,103.851,103.967
116,2023-05-01 01:56:00,106.08,103.851
117,2023-05-01 01:57:00,106.138,106.08
118,2023-05-01 01:58:00,105.716,106.138
119,2023-05-01 01:59:00,106.516,105.716
120,2023-05-01 02:00:00,106.951,106.516
121,2023-05-01 02:01:00,106.606,106.951
122,2023-05-01 02:02:00,106.028,106.606
123,2023-05-01 02:03:00,105.255,106.028
124,2023-05-01 02:04:00,106.34,105.255
125,2023-05-01 02:05:00,108.492,106.34
126,2023-05-01 02:06:00,109.486,108.492
127,2023-05-01 02:07:00,107.361,109.486
128,2023-05-01 02:08:00,107.939,107.361
129,2023-05-01 02:09:00,110.214,107.939
130,2023-05-01 02:10:00,108.875,110.214
131,2023-05-01 02:11:00,109.909,108.875
132,2023-05-01 02:12:00,110.097,109.909
133,2023-05-01 02:13:00,109.798,110.097
134,2023-05-01 02:14:00,109.024,109.798
135,2023-05-01 02:15:00,108.355,109.024
136,2023-05-01 02:16:00,109.98,108.355
137,2023-05-01 02:17:00,108.647,109.98
138,2023-05-01 02:18:00,108.173,108.647
139,2023-05-01 02:19:00,109.616,108.173
140,2023-05-01 02:20:00,108.271,109.616
141,2023-05-01 02:21:00,109.135,108.271
142,2023-05-01 02:22:00,105.508,109.135
143,2023-05-01 02:23:00,108.57,105.508
144,2023-05-01 02:24:00,107.354,108.57
145,2023-05-01 02:25:00,109.298,107.354
146,2023-05-01 02:26:00,108.531,109.298
147,2023-05-01 02:27:00,105.579,108.531
148,2023-05-01 02:28:00,110.403,105.579
149,2023-05-01 02:29:00,107.848,110.403
150,2023-05-01 02:30:00,108.504,107.848
151,2023-05-01 02:31:00,111.612,108.504
152,2023-05-01 02:32:00,110.214,111.612
153,2023-05-01 02:33:00,109.863,110.214
154,2023-05-01 02:34:00,109.46,109.863
155,2023-05-01 02:35:00,106.431,109.46
156,2023-05-01 02:36:00,107.309,106.431
157,2023-05-01 02:37:00,108.426,107.309
158,2023-05-01 02:38:00,108.576,108.426
159,2023-05-01 02:39:00,108.102,108.576
160,2023-05-01 02:40:00,109.011,108.102
161,2023-05-01 02:41:00,109.109,109.011
162,2023-05-01 02:42:00,107.179,109.109
163,2023-05-01 02:43:00,108.745,107.179
164,2023-05-01 02:44:00,111.078,108.745
165,2023-05-01 02:45:00,108.595,111.078
166,2023-05-01 02:46:00,108.576,108.595
167,2023-05-01 02:47:00,109.811,108.576
168,2023-05-01 02:48:00,110.285,109.811
169,2023-05-01 02:49:00,109.525,110.285
170,2023-05-01 02:50:00,110.409,109.525
171,2023-05-01 02:51:00,112.548,110.409
172,2023-05-01 02:52:00,111.579,112.548
173,2023-05-01 02:53:00,112.346,111.579
174,2023-05-01 02:54:00,111.527,112.346
175,2023-05-01 02:55:00,112.918,111.527
176,2023-05-01 02:56:00,112.359,112.918
177,2023-05-01 02:57:00,111.254,112.359
178,2023-05-01 02:58:00,112.743,111.254
179,2023-05-01 02:59:00,111.085,112.743
180,2023-05-01 03:00:00,112.671,111.085
181,2023-05-01 03:01:00,111.852,112.671
182,2023-05-01 03:02:00,113.009,111.852
183,2023-05-01 03:03:00,113.146,113.009
184,2023-05-01 03:04:00,114.543,113.146
185,2023-05-01 03:05:00,114.225,114.543
186,2023-05-01 03:06:00,113.873,114.225
187,2023-05-01 03:07:00,113.132,113.873
188,2023-05-01 03:08:00,114.933,113.132
189,2023-05-01 03:09:00,114.133,114.933
190,2023-05-01 03:10:00,115.174,114.133
191,2023-05-01 03:11:00,113.614,115.174
192,2023-05-01 03:12:00,114.654,113.614
193,2023-05-01 03:13:00,115.057,114.654
194,2023-05-01 03:14:00,116.168,115.057
195,2023-05-01 03:15:00,114.445,116.168
196,2023-05-01 03:16:00,115.134,114.445
197,2023-05-01 03:17:00,114.192,115.134
198,2023-05-01 03:18:00,114.257,114.192
199,2023-05-01 03:19:00,114.491,114.257
200,2023-05-01 03:20:00,113.73,114.491
201,2023-05-01 03:21:00,113.802,113.73
202,2023-05-01 03:22:00,113.886,113.802
203,2023-05-01 03:23:00,115.388,113.886
204,2023-05-01 03:24:00,114.816,115.388
205,2023-05-01 03:25:00,113.34,114.816
206,2023-05-01 03:26:00,115.018,113.34
207,2023-05-01 03:27:00,113.639,115.018
208,2023-05-01 03:28:00,114.816,113.639
209,2023-05-01 03:29:00,115.011,114.816
210,2023-05-01 03:30:00,113.639,115.011
211,2023-05-01 03:31:00,114.42,113.639
212,2023-05-01 03:32:00,114.407,114.42
213,2023-05-01 03:33:00,114.361,114.407
214,2023-05-01 03:34:00,116.006,114.361
215,2023-05-01 03:35:00,115.063,116.006
216,2023-05-01 03:36:00,115.616,115.063
217,2023-05-01 03:37:00,114.725,115.616
218,2023-05-01 03:38:00,114.504,114.725
219,2023-05-01 03:39:00,115.271,114.504
220,2023-05-01 03:40:00,116.045,115.271
221,2023-05-01 03:41:00,114.387,116.045
222,2023-05-01 03:42:00,115.115,114.387
223,2023-05-01 03:43:00,114.556,115.115
224,2023-05-01 03:44:00,112.879,114.556
225,2023-05-01 03:45:00,114.472,112.879
226,2023-05-01 03:46:00,114.497,114.472
227,2023-05-01 03:47:00,114.614,114.497
228,2023-05-01 03:48:00,114.238,114.614
229,2023-05-01 03:49:00,116.246,114.238
230,2023-05-01 03:50:00,113.691,116.246
231,2023-05-01 03:51:00,113.217,113.691
232,2023-05-01 03:52:00,114.023,113.217
233,2023-05-01 03:53:00,114.504,114.023
234,2023-05-01 03:54:00,111.56,114.504
235,2023-05-01 03:55:00,113.601,111.56
236,2023-05-01 03:56:00,113.594,113.601
237,2023-05-01 03:57:00,113.958,113.594
238,2023-05-01 03:58:00,112.118,113.958
239,2023-05-01 03:59:00,115.102,112.118
240,2023-05-01 04:00:00,113.627,115.102
241,2023-05-01 04:01:00,111.208,113.627
242,2023-05-01 04:02:00,110.695,111.208
243,2023-05-01 04:03:00,113.211,110.695
244,2023-05-01 04:04:00,112.041,113.211
245,2023-05-01 04:05:00,111.689,112.041
246,2023-05-01 04:06:00,111.832,111.689
247,2023-05-01 04:07:00,112.43,111.832
248,2023-05-01 04:08:00,110.409,112.43
249,2023-05-01 04:09:00,111.059,110.409
250,2023-05-01 04:10:00,110.643,111.059
251,2023-05-01 04:11:00,111.228,110.643
252,2023-05-01 04:12:00,109.935,111.228
253,2023-05-01 04:13:00,109.583,109.935
254,2023-05-01 04:14:00,110.747,109.583
255,2023-05-01 04:15:00,109.759,110.747
256,2023-05-01 04:16:00,111.625,109.759
257,2023-05-01 04:17:00,111.644,111.625
258,2023-05-01 04:18:00,112.171,111.644
259,2023-05-01 04:19:00,111.111,112.171
260,2023-05-01 04:20:00,109.61,111.111
261,2023-05-01 04:21:00,110.169,109.61
262,2023-05-01 04:22:00,111.391,110.169
263,2023-05-01 04:23:00,112.047,111.391
264,2023-05-01 04:24:00,111.865,112.047
265,2023-05-01 04:25:00,111.612,111.865
266,2023-05-01 04:26:00,110.064,111.612
267,2023-05-01 04:27:00,110.558,110.064
268,2023-05-01 04:28:00,111.937,110.558
269,2023-05-01 04:29:00,112.703,111.937
270,2023-05-01 04:30:00,112.853,112.703
271,2023-05-01 04:31:00,111.371,112.853
272,2023-05-01 04:32:00,110.61,111.371
273,2023-05-01 04:33:00,110.585,110.61
274,2023-05-01 04:34:00,110.493,110.585
275,2023-05-01 04:35:00,112.769,110.493
276,2023-05-01 04:36:00,112.235,112.769
277,2023-05-01 04:37:00,112.229,112.235
278,2023-05-01 04:38:00,110.117,112.229
279,2023-05-01 04:39:00,110.949,110.117
280,2023-05-01 04:40:00,111.832,110.949
281,2023-05-01 04:41:00,112.756,111.832
282,2023-05-01 04:42:00,113.288,112.756
283,2023-05-01 04:43:00,112.132,113.288
284,2023-05-01 04:44:00,111.228,112.132
285,2023-05-01 04:45:00,111.293,111.228
286,2023-05-01 04:46:00,111.332,111.293
287,2023-05-01 04:47:00,113.73,111.332
288,2023-05-01 04:48:00,113.562,113.73
289,2023-05-01 04:49:00,111.065,113.562
290,2023-05-01 04:50:00,111.286,111.065
291,2023-05-01 04:51:00,112.092,111.286
292,2023-05-01 04:52:00,113.055,112.092
293,2023-05-01 04:53:00,110.78,113.055
294,2023-05-01 04:54:00,109.415,110.78
295,2023-05-01 04:55:00,110.754,109.415
296,2023-05-01 04:56:00,109.674,110.754
297,2023-05-01 04:57:00,108.271,109.674
298,2023-05-01 04:58:00,109.018,108.271
299,2023-05-01 04:59:00,100.646,109.018
300,2023-05-01 05:00:00,100.152,100.646
301,2023-05-01 05:01:00,99.756,100.152
302,2023-05-01 05:02:00,99.294,99.756
303,2023-05-01 05:03:00,102.615,99.294
304,2023-05-01 05:04:00,102.375,102.615
305,2023-05-01 05:05:00,99.151,102.375
306,2023-05-01 05:06:00,94.237,99.151
307,2023-05-01 05:07:00,96.791,94.237
308,2023-05-01 05:08:00,99.619,96.791
309,2023-05-01 05:09:00,98.547,99.619
310,2023-05-01 05:10:00,97.988,98.547
311,2023-05-01 05:11:00,97.721,97.988
312,2023-05-01 05:12:00,99.249,97.721
313,2023-05-01 05:13:00,99.782,99.249
314,2023-05-01 05:14:00,98.157,99.782
315,2023-05-01 05:15:00,100.698,98.157
316,2023-05-01 05:16:00,97.032,100.698
317,2023-05-01 05:17:00,98.683,97.032
318,2023-05-01 05:18:00,98.481,98.683
319,2023-05-01 05:19:00,97.786,98.481
320,2023-05-01 05:20:00,98.033,97.786
321,2023-05-01 05:21:00,97.838,98.033
322,2023-05-01 05:22:00,99.944,97.838
323,2023-05-01 05:23:00,99.632,99.944
324,2023-05-01 05:24:00,100.575,99.632
325,2023-05-01 05:25:00,98.559,100.575
326,2023-05-01 05:26:00,98.975,98.559
327,2023-05-01 05:27:00,99.502,98.975
328,2023-05-01 05:28:00,99.411,99.502
329,2023-05-01 05:29:00,101.4,99.411
330,2023-05-01 05:30:00,100.458,101.4
331,2023-05-01 05:31:00,101.595,100.458
332,2023-05-01 05:32:00,102.862,101.595
333,2023-05-01 05:33:00,103.032,102.862
334,2023-05-01 05:34:00,103.35,103.032
335,2023-05-01 05:35:00,101.862,103.35
336,2023-05-01 05:36:00,103.408,101.862
337,2023-05-01 05:37:00,103.766,103.408
338,2023-05-01 05:38:00,103.337,103.766
339,2023-05-01 05:39:00,103.382,103.337
340,2023-05-01 05:40:00,101.602,103.382
341,2023-05-01 05:41:00,103.155,101.602
342,2023-05-01 05:42:00,103.083,103.155
343,2023-05-01 05:43:00,104.267,103.083
344,2023-05-01 05:44:00,105.703,104.267
345,2023-05-01 05:45:00,104.455,105.703
346,2023-05-01 05:46:00,106.158,104.455
347,2023-05-01 05:47:00,105.709,106.158
348,2023-05-01 05:48:00,105.489,105.709
349,2023-05-01 05:49:00,105.709,105.489
350,2023-05-01 05:50:00,104.442,105.709
351,2023-05-01 05:51:00,105.774,104.442
352,2023-05-01 05:52:00,106.73,105.774
353,2023-05-01 05:53:00,104.813,106.73
354,2023-05-01 05:54:00,105.937,104.813
355,2023-05-01 05:55:00,104.033,105.937
356,2023-05-01 05:56:00,103.428,104.033
357,2023-05-01 05:57:00,104.5,103.428
358,2023-05-01 05:58:00,103.246,104.5
359,2023-05-01 05:59:00,103.48,103.246
360,2023-05-01 06:00:00,104.442,103.48
361,2023-05-01 06:01:00,102.421,104.442
362,2023-05-01 06:02:00,103.422,102.421
363,2023-05-01 06:03:00,104.748,103.422
364,2023-05-01 06:04:00,102.882,104.748
365,2023-05-01 06:05:00,105.69,102.882
366,2023-05-01 06:06:00,105.84,105.69
367,2023-05-01 06:07:00,102.837,105.84
368,2023-05-01 06:08:00,105.034,102.837
369,2023-05-01 06:09:00,104.052,105.034
370,2023-05-01 06:10:00,103.33,104.052
371,2023-05-01 06:11:00,103.792,103.33
372,2023-05-01 06:12:00,105.826,103.792
373,2023-05-01 06:13:00,103.851,105.826
374,2023-05-01 06:14:00,105.521,103.851
375,2023-05-01 06:15:00,105.723,105.521
376,2023-05-01 06:16:00,103.343,105.723
377,2023-05-01 06:17:00,103.564,103.343
378,2023-05-01 06:18:00,104.059,103.564
379,2023-05-01 06:19:00,104.826,104.059
380,2023-05-01 06:20:00,103.812,104.826
381,2023-05-01 06:21:00,105.43,103.812
382,2023-05-01 06:22:00,104.169,105.43
383,2023-05-01 06:23:00,104.11,104.169
384,2023-05-01 06:24:00,104.676,104.11
385,2023-05-01 06:25:00,103.564,104.676
386,2023-05-01 06:26:00,102.232,103.564
387,2023-05-01 06:27:00,102.94,102.232
388,2023-05-01 06:28:00,102.986,102.94
389,2023-05-01 06:29:00,101.979,102.986
390,2023-05-01 06:30:00,102.479,101.979
391,2023-05-01 06:31:00,103.214,102.479
392,2023-05-01 06:32:00,101.27,103.214
393,2023-05-01 06:33:00,101.699,101.27
394,2023-05-01 06:34:00,102.876,101.699
395,2023-05-01 06:35:00,100.659,102.876
396,2023-05-01 06:36:00,102.732,100.659
397,2023-05-01 06:37:00,102.206,102.732
398,2023-05-01 06:38:00,101.504,102.206
399,2023-05-01 06:39:00,102.629,101.504
400,2023-05-01 06:40:00,102.524,102.629
401,2023-05-01 06:41:00,101.029,102.524
402,2023-05-01 06:42:00,101.634,101.029
403,2023-05-01 06:43:00,101.471,101.634
404,2023-05-01 06:44:00,102.102,101.471
405,2023-05-01 06:45:00,101.029,102.102
406,2023-05-01 06:46:00,103.337,101.029
407,2023-05-01 06:47:00,100.795,103.337
408,2023-05-01 06:48:00,101.478,100.795
409,2023-05-01 06:49:00,100.588,101.478
410,2023-05-01 06:50:00,102.128,100.588
411,2023-05-01 06:51:00,101.133,102.128
412,2023-05-01 06:52:00,103.408,101.133
413,2023-05-01 06:53:00,101.926,103.408
414,2023-05-01 06:54:00,101.328,101.926
415,2023-05-01 06:55:00,102.505,101.328
416,2023-05-01 06:56:00,102.336,102.505
417,2023-05-01 06:57:00,101.049,102.336
418,2023-05-01 06:58:00,103.311,101.049
419,2023-05-01 06:59:00,101.094,103.311
420,2023-05-01 07:00:00,101.523,101.094
421,2023-05-01 07:01:00,101.771,101.523
422,2023-05-01 07:02:00,100.88,101.771
423,2023-05-01 07:03:00,101.979,100.88
424,2023-05-01 07:04:00,101.926,101.979
425,2023-05-01 07:05:00,101.394,101.926
426,2023-05-01 07:06:00,101.751,101.394
427,2023-05-01 07:07:00,101.088,101.751
428,2023-05-01 07:08:00,101.426,101.088
429,2023-05-01 07:09:00,101.394,101.426
430,2023-05-01 07:10:00,101.257,101.394
431,2023-05-01 07:11:00,102.609,101.257
432,2023-05-01 07:12:00,102.115,102.609
433,2023-05-01 07:13:00,101.309,102.115
434,2023-05-01 07:14:00,101.907,101.309
435,2023-05-01 07:15:00,100.717,101.907
436,2023-05-01 07:16:00,102.187,100.717
437,2023-05-01 07:17:00,100.393,102.187
438,2023-05-01 07:18:00,101.205,100.393
439,2023-05-01 07:19:00,103.493,101.205
440,2023-05-01 07:20:00,100.789,103.493
441,2023-05-01 07:21:00,101.757,100.789
442,2023-05-01 07:22:00,101.257,101.757
443,2023-05-01 07:23:00,101.803,101.257
444,2023-05-01 07:24:00,101.543,101.803
445,2023-05-01 07:25:00,101.608,101.543
446,2023-05-01 07:26:00,101.368,101.608
447,2023-05-01 07:27:00,99.138,101.368
448,2023-05-01 07:28:00,98.8,99.138
449,2023-05-01 07:29:00,95.036,98.8
450,2023-05-01 07:30:00,93.379,95.036
451,2023-05-01 07:31:00,93.301,93.379
452,2023-05-01 07:32:00,94.009,93.301
453,2023-05-01 07:33:00,96.278,94.009
454,2023-05-01 07:34:00,96.193,96.278
455,2023-05-01 07:35:00,97.383,96.193
456,2023-05-01 07:36:00,95.973,97.383
457,2023-05-01 07:37:00,92.703,95.973
458,2023-05-01 07:38:00,94.341,92.703
459,2023-05-01 07:39:00,94.022,94.341
460,2023-05-01 07:40:00,94.523,94.022
461,2023-05-01 07:41:00,93.535,94.523
462,2023-05-01 07:42:00,93.535,93.535
463,2023-05-01 07:43:00,96.076,93.535
464,2023-05-01 07:44:00,93.054,96.076
465,2023-05-01 07:45:00,92.67,93.054
466,2023-05-01 07:46:00,93.093,92.67
467,2023-05-01 07:47:00,95.251,93.093
468,2023-05-01 07:48:00,93.665,95.251
469,2023-05-01 07:49:00,91.5,93.665
470,2023-05-01 07:50:00,94.881,91.5
471,2023-05-01 07:51:00,91.5,94.881
472,2023-05-01 07:52:00,92.053,91.5
473,2023-05-01 07:53:00,91.747,92.053
474,2023-05-01 07:54:00,91.247,91.747
475,2023-05-01 07:55:00,92.612,91.247
476,2023-05-01 07:56:00,90.005,92.612
477,2023-05-01 07:57:00,93.015,90.005
478,2023-05-01 07:58:00,88.972,93.015
479,2023-05-01 07:59:00,88.673,88.972
480,2023-05-01 08:00:00,100.269,88.673
481,2023-05-01 08:01:00,101.023,100.269
482,2023-05-01 08:02:00,105.313,101.023
483,2023-05-01 08:03:00,102.908,105.313
484,2023-05-01 08:04:00,112.593,102.908
485,2023-05-01 08:05:00,113.997,112.593
486,2023-05-01 08:06:00,111.612,113.997
487,2023-05-01 08:07:00,112.235,111.612
488,2023-05-01 08:08:00,131.924,112.235
489,2023-05-01 08:09:00,112.502,131.924
490,2023-05-01 08:10:00,72.878,112.502
491,2023-05-01 08:11:00,18.564,72.878
492,2023-05-01 08:12:00,27.124,18.564
493,2023-05-01 08:13:00,22.561,27.124
494,2023-05-01 08:14:00,21.242,22.561
495,2023-05-01 08:15:00,24.076,21.242
496,2023-05-01 08:16:00,22.009,24.076
497,2023-05-01 08:17:00,23.816,22.009
498,2023-05-01 08:18:00,21.684,23.816
499,2023-05-01 08:19:00,17.589,21.684
500,2023-05-01 08:20:00,12.701,17.589
501,2023-05-01 08:21:00,15.938,12.701
502,2023-05-01 08:22:00,14.859,15.938
503,2023-05-01 08:23:00,15.542,14.859
504,2023-05-01 08:24:00,15.035,15.542
505,2023-05-01 08:25:00,12.753,15.035
506,2023-05-01 08:26:00,19.916,12.753
507,2023-05-01 08:27:00,16.556,19.916
508,2023-05-01 08:28:00,22.731,16.556
509,2023-05-01 08:29:00,23.205,22.731
510,2023-05-01 08:30:00,21.638,23.205
511,2023-05-01 08:31:00,18.778,21.638
512,2023-05-01 08:32:00,22.276,18.778
513,2023-05-01 08:33:00,22.068,22.276
514,2023-05-01 08:34:00,22.185,22.068
515,2023-05-01 08:35:00,21.372,22.185
516,2023-05-01 08:36:00,23.179,21.372
517,2023-05-01 08:37:00,38.298,23.179
518,2023-05-01 08:38:00,53.677,38.298
519,2023-05-01 08:39:00,61.314,53.677
520,2023-05-01 08:40:00,139.796,61.314
521,2023-05-01 08:41:00,142.967,139.796
522,2023-05-01 08:42:00,142.967,142.967
523,2023-05-01 08:43:00,142.967,142.967
524,2023-05-01 08:44:00,142.967,142.967
525,2023-05-01 08:45:00,142.967,142.967
526,2023-05-01 08:46:00,142.967,142.967
527,2023-05-01 08:47:00,142.967,142.967
528,2023-05-01 08:48:00,142.967,142.967
529,2023-05-01 08:49:00,142.967,142.967
530,2023-05-01 08:50:00,142.967,142.967
531,2023-05-01 08:51:00,142.967,142.967
532,2023-05-01 08:52:00,142.967,142.967
533,2023-05-01 08:53:00,142.967,142.967
534,2023-05-01 08:54:00,125.587,142.967
535,2023-05-01 08:55:00,121.784,125.587
536,2023-05-01 08:56:00,118.371,121.784
537,2023-05-01 08:57:00,99.099,118.371
538,2023-05-01 08:58:00,100.75,99.099
539,2023-05-01 08:59:00,101.602,100.75
540,2023-05-01 09:00:00,101.16,101.602
541,2023-05-01 09:01:00,99.749,101.16
542,2023-05-01 09:02:00,99.977,99.749
543,2023-05-01 09:03:00,100.236,99.977
544,2023-05-01 09:04:00,100.249,100.236
545,2023-05-01 09:05:00,101.816,100.249
546,2023-05-01 09:06:00,101.153,101.816
547,2023-05-01 09:07:00,100.243,101.153
548,2023-05-01 09:08:00,100.991,100.243
549,2023-05-01 09:09:00,99.638,100.991
550,2023-05-01 09:10:00,102.524,99.638
551,2023-05-01 09:11:00,101.263,102.524
552,2023-05-01 09:12:00,98.605,101.263
553,2023-05-01 09:13:00,94.646,98.605
554,2023-05-01 09:14:00,92.313,94.646
555,2023-05-01 09:15:00,89.531,92.313
556,2023-05-01 09:16:00,88.328,89.531
557,2023-05-01 09:17:00,91.299,88.328
558,2023-05-01 09:18:00,91.234,91.299
559,2023-05-01 09:19:00,90.318,91.234
560,2023-05-01 09:20:00,91.533,90.318
561,2023-05-01 09:21:00,90.012,91.533
562,2023-05-01 09:22:00,90.396,90.012
563,2023-05-01 09:23:00,91.215,90.396
564,2023-05-01 09:24:00,93.269,91.215
565,2023-05-01 09:25:00,91.858,93.269
566,2023-05-01 09:26:00,95.167,91.858
567,2023-05-01 09:27:00,95.205,95.167
568,2023-05-01 09:28:00,96.544,95.205
569,2023-05-01 09:29:00,96.421,96.544
570,2023-05-01 09:30:00,97.5,96.421
571,2023-05-01 09:31:00,96.623,97.5
572,2023-05-01 09:32:00,97.571,96.623
573,2023-05-01 09:33:00,99.574,97.571
574,2023-05-01 09:34:00,95.908,99.574
575,2023-05-01 09:35:00,104.696,95.908
576,2023-05-01 09:36:00,106.554,104.696
577,2023-05-01 09:37:00,104.449,106.554
578,2023-05-01 09:38:00,103.604,104.449
579,2023-05-01 09:39:00,107.133,103.604
580,2023-05-01 09:40:00,106.015,107.133
581,2023-05-01 09:41:00,103.903,106.015
582,2023-05-01 09:42:00,103.941,103.903
583,2023-05-01 09:43:00,104.611,103.941
584,2023-05-01 09:44:00,105.592,104.611
585,2023-05-01 09:45:00,103.317,105.592
586,2023-05-01 09:46:00,106.008,103.317
587,2023-05-01 09:47:00,105.248,106.008
588,2023-05-01 09:48:00,103.597,105.248
589,2023-05-01 09:49:00,103.792,103.597
590,2023-05-01 09:50:00,104.299,103.792
591,2023-05-01 09:51:00,104.357,104.299
592,2023-05-01 09:52:00,106.132,104.357
593,2023-05-01 09:53:00,101.719,106.132
594,2023-05-01 09:54:00,104.943,101.719
595,2023-05-01 09:55:00,101.452,104.943
596,2023-05-01 09:56:00,97.617,101.452
597,2023-05-01 09:57:00,99.872,97.617
598,2023-05-01 09:58:00,100.503,99.872
599,2023-05-01 09:59:00,98.761,100.503
600,2023-05-01 10:00:00,98.956,98.761
601,2023-05-01 10:01:00,100.282,98.956
602,2023-05-01 10:02:00,100.165,100.282
603,2023-05-01 10:03:00,101.64,100.165
604,2023-05-01 10:04:00,102.986,101.64
605,2023-05-01 10:05:00,104.429,102.986
606,2023-05-01 10:06:00,102.615,104.429
607,2023-05-01 10:07:00,101.621,102.615
608,2023-05-01 10:08:00,101.094,101.621
